Package,Test Type,Samples,Source Facility,Hub,Final Destination,Region,Picked By,Event Source,Event Destination,Event Date,Event By,Event Status,Date Picked From Facilty,Date Delivered,Date Received At Final Destination
L2310055965,Genexpert,1,Lira  Kato H/C III (  Agago ),Kalongo Hospital,UNHLS,Ankole,Ochibo John,Kalongo Hospital,UNHLS,22/11/2024 14:51,Ochibo John,Picked,22/11/2024 13:19,\N,\N
L2403152258,CD4/CD8,1,Kireka H/C III,Wakiso H/C IV,Backup Hub,Central,MUTUMBA HARLORD MARK,Kireka H/C III,Backup Hub,22/11/2024 14:53,MUTUMBA HARLORD MARK,Picked,22/11/2024 14:53,\N,\N
L2403152257,EID HIV,5,Kireka H/C III,Wakiso H/C IV,Backup Hub,Central,MUTUMBA HARLORD MARK,Kireka H/C III,Backup Hub,22/11/2024 14:53,MUTUMBA HARLORD MARK,Picked,22/11/2024 14:53,\N,\N
L2403152256,VL PLASMA,1,Kireka H/C III,Wakiso H/C IV,Backup Hub,Central,MUTUMBA HARLORD MARK,Kireka H/C III,Backup Hub,22/11/2024 14:53,MUTUMBA HARLORD MARK,Picked,22/11/2024 14:53,\N,26/11/2024 12:11
L2403098781,EID HIV,11,Gombe Hospital ,Gombe Hospital ,UNHLS,Central,Joseph Katerega,Gombe Hospital ,UNHLS,22/11/2024 14:54,Joseph Katerega,Picked,22/11/2024 14:54,22/11/2024 22:09,\N
L2403098785,EQA - Responses,8,Gombe Hospital ,Gombe Hospital ,UNHLS,Central,Joseph Katerega,Gombe Hospital ,UNHLS,22/11/2024 14:54,Joseph Katerega,Picked,22/11/2024 14:54,\N,\N
L2403178773,EQA - Responses,2,Maanyi H/C III,Mityana Hospital,UNHLS,Masaka ,JOSHUA SSEMATIKO,Maanyi H/C III,UNHLS,22/11/2024 14:56,JOSHUA SSEMATIKO,Picked,22/11/2024 14:56,25/11/2024 23:51,\N
L2403178774,VL PLASMA,1,Maanyi H/C III,Mityana Hospital,UNHLS,Masaka ,JOSHUA SSEMATIKO,Maanyi H/C III,UNHLS,22/11/2024 14:56,JOSHUA SSEMATIKO,Picked,22/11/2024 14:56,25/11/2024 23:51,26/11/2024 11:11
L2403171241,VL DBS,1,Ttakajunge  H/C II,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Ttakajunge  H/C II,Mukono General Hospital,22/11/2024 14:57,GODFREY KASOMA,Picked,22/11/2024 14:57,22/11/2024 15:22,\N
L2403051938,VL DBS,9,Kavule H/C II,Kawolo Hospital,Kawolo Hospital,Masaka ,Mukiibi Ben,Kavule H/C II,Kawolo Hospital,22/11/2024 14:57,Mukiibi Ben,Picked,22/11/2024 14:57,27/11/2024 11:10,\N
L2403051937,VL DBS,1,Senyi H/C II,Kawolo Hospital,Kawolo Hospital,Masaka ,Mukiibi Ben,Senyi H/C II,Kawolo Hospital,22/11/2024 14:58,Mukiibi Ben,Picked,22/11/2024 14:58,\N,26/11/2024 13:11
L2403171239,EID HIV,2,Ttakajunge  H/C II,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Ttakajunge  H/C II,Mukono General Hospital,22/11/2024 14:58,GODFREY KASOMA,Picked,22/11/2024 14:58,22/11/2024 15:12,\N
L2403171240,VL PLASMA,3,Ttakajunge  H/C II,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Ttakajunge  H/C II,Mukono General Hospital,22/11/2024 14:59,GODFREY KASOMA,Picked,22/11/2024 14:59,22/11/2024 15:12,\N
L2403171227,VL PLASMA,4,Kyampisi H/C III,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Kyampisi H/C III,Mukono General Hospital,22/11/2024 15:00,GODFREY KASOMA,Picked,22/11/2024 15:00,22/11/2024 15:12,\N
L2403171226,EID HIV,1,Kyampisi H/C III,Mukono General Hospital,UNHLS,\N,GODFREY KASOMA,Kyampisi H/C III,Mukono General Hospital,22/11/2024 15:00,GODFREY KASOMA,Picked,22/11/2024 15:00,\N,\N
L2403171228,Monkey Pox,1,Kyampisi H/C III,Mukono General Hospital,UNHLS,\N,GODFREY KASOMA,Kyampisi H/C III,\N,22/11/2024 15:01,GODFREY KASOMA,Picked,22/11/2024 15:01,\N,\N
L2403171231,VL PLASMA,1,Mukono C.O.U Hospital,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Mukono C.O.U Hospital,Mukono General Hospital,22/11/2024 15:02,GODFREY KASOMA,Picked,22/11/2024 15:02,22/11/2024 15:12,26/11/2024 14:11
L2403025005,VL PLASMA,1,Soroti R R Hospital,Soroti R R Hospital,UNHLS,Bunyoro,Emmanuel Okeju,UNHLS,UNHLS,22/11/2024 15:03,\N,Received,21/11/2024 19:42,22/11/2024 07:12,22/11/2024 15:11
L2403165929,EQA - Responses,2,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu Prison H/C III,Gulu Prison H/C III,22/11/2024 15:03,Olanya Sunday,Picked,22/11/2024 15:03,\N,\N
L2403165930,VL PLASMA,1,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu Prison H/C III,Gulu R R Hospital,22/11/2024 15:03,Olanya Sunday,Picked,22/11/2024 15:03,\N,26/11/2024 10:11
L2403165917,EID HIV,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Layibi Techo H/C III,Gulu R R Hospital,22/11/2024 15:03,Olanya Sunday,Picked,22/11/2024 15:03,\N,\N
L2403165928,VL DBS,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Layibi Techo H/C III,Gulu R R Hospital,22/11/2024 15:03,Olanya Sunday,Picked,22/11/2024 15:03,\N,25/11/2024 12:11
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Layibi Techo H/C III,Gulu R R Hospital,22/11/2024 15:03,Olanya Sunday,Picked,22/11/2024 15:03,\N,\N
L2403171230,EID HIV,3,Mukono C.O.U Hospital,Mukono General Hospital,UNHLS,\N,GODFREY KASOMA,Mukono C.O.U Hospital,Mukono General Hospital,22/11/2024 15:03,GODFREY KASOMA,Picked,22/11/2024 15:03,\N,\N
L2403165925,EID HIV,1,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,St Philips H/C III,Gulu R R Hospital,22/11/2024 15:03,Olanya Sunday,Picked,22/11/2024 15:03,\N,25/11/2024 13:11
L2403165924,VL DBS,2,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,St Philips H/C III,Gulu R R Hospital,22/11/2024 15:03,Olanya Sunday,Picked,22/11/2024 15:03,\N,\N
L221023791,VL PLASMA,1,Kitebi H/C III,UNHLS,UNHLS,Mubende ,Ochabal Benard,UNHLS,UNHLS,22/11/2024 15:04,Ochabal Benard,Delivered,22/11/2024 12:43,22/11/2024 15:04,22/11/2024 19:11
L221023792,EID HIV,7,Kitebi H/C III,UNHLS,UNHLS,Mubende ,Ochabal Benard,UNHLS,UNHLS,22/11/2024 15:04,Ochabal Benard,Delivered,22/11/2024 12:43,22/11/2024 15:04,\N
L2403165922,Sickle Cell (SCD),48,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Lacor Hospital,Gulu R R Hospital,22/11/2024 15:04,Olanya Sunday,Picked,22/11/2024 15:04,\N,\N
L221023793,VL DBS,1,Kitebi H/C III,UNHLS,UNHLS,Mubende ,Ochabal Benard,UNHLS,UNHLS,22/11/2024 15:04,Ochabal Benard,Delivered,22/11/2024 12:43,22/11/2024 15:04,\N
L221023816,Hep B,1,Kitebi H/C III,UNHLS,UNHLS,Mubende ,Ochabal Benard,UNHLS,UNHLS,22/11/2024 15:04,Ochabal Benard,Delivered,22/11/2024 12:43,22/11/2024 15:04,\N
L2403111476,VL PLASMA,30,Lubaga Hospital,UNHLS,UNHLS,Mubende ,Ochabal Benard,UNHLS,UNHLS,22/11/2024 15:04,Ochabal Benard,Delivered,22/11/2024 13:13,22/11/2024 15:04,\N
L221023822,Sickle Cell (SCD),47,Lubaga Hospital,UNHLS,UNHLS,Mubende ,Ochabal Benard,UNHLS,UNHLS,22/11/2024 15:04,Ochabal Benard,Delivered,22/11/2024 13:13,22/11/2024 15:04,\N
L221023823,EID HIV,13,Mengo Hospital-EMTCT,UNHLS,UNHLS,Mubende ,Ochabal Benard,UNHLS,UNHLS,22/11/2024 15:04,Ochabal Benard,Delivered,22/11/2024 13:26,22/11/2024 15:04,\N
L221023815,VL PLASMA,35,Mengo Hospital-EMTCT,UNHLS,UNHLS,Mubende ,Ochabal Benard,UNHLS,UNHLS,22/11/2024 15:04,Ochabal Benard,Delivered,22/11/2024 13:26,22/11/2024 15:04,\N
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Lacor Hospital,Gulu R R Hospital,22/11/2024 15:04,Olanya Sunday,Picked,22/11/2024 15:04,\N,\N
L221023821,VL PLASMA,5,Holy Cross Orthodox (Namungoona) Hospital ,UNHLS,UNHLS,Mubende ,Ochabal Benard,UNHLS,UNHLS,22/11/2024 15:04,Ochabal Benard,Delivered,22/11/2024 13:43,22/11/2024 15:04,\N
L2403165930,VL PLASMA,1,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:04,Olanya Sunday,Delivered,22/11/2024 15:03,\N,26/11/2024 10:11
L2403165917,EID HIV,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:04,Olanya Sunday,Delivered,22/11/2024 15:03,\N,\N
L2403165928,VL DBS,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:04,Olanya Sunday,Delivered,22/11/2024 15:03,\N,25/11/2024 12:11
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:04,Olanya Sunday,Delivered,22/11/2024 15:03,\N,\N
L2403165925,EID HIV,1,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:04,Olanya Sunday,Delivered,22/11/2024 15:03,\N,25/11/2024 13:11
L2403171229,VL DBS,1,Mukono C.O.U Hospital,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Mukono C.O.U Hospital,Mukono General Hospital,22/11/2024 15:05,GODFREY KASOMA,Picked,22/11/2024 15:05,22/11/2024 15:12,\N
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:05,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:05,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:05,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:05,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:05,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165930,VL PLASMA,1,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:05,Tito Lutwa,Received,22/11/2024 15:03,\N,26/11/2024 10:11
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:05,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:05,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165930,VL PLASMA,1,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:05,Tito Lutwa,Received,22/11/2024 15:03,\N,26/11/2024 10:11
L2403171225,VL DBS,10,Mukono C.O.U Hospital,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Mukono C.O.U Hospital,Mukono General Hospital,22/11/2024 15:06,GODFREY KASOMA,Picked,22/11/2024 15:06,22/11/2024 15:12,\N
L2403165923,VL PLASMA,1,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Tito Lutwa,Lacor Hospital,UNHLS,22/11/2024 15:06,Tito Lutwa,Picked,22/11/2024 15:06,\N,24/11/2024 22:11
"L,8#'$+",EID HIV,1,Ttakajunge  H/C II,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Ttakajunge  H/C II,Mukono General Hospital,22/11/2024 15:06,GODFREY KASOMA,Picked,22/11/2024 15:06,22/11/2024 15:12,\N
L2403157633,VL PLASMA,1,St Ambrose Charity H/C III,Kagadi  Hospital,Kagadi  Hospital,Busoga,BUBOSOBOZI DIDAS,St Ambrose Charity H/C III,Kagadi  Hospital,22/11/2024 15:07,BUBOSOBOZI DIDAS,Picked,22/11/2024 15:07,\N,28/11/2024 12:11
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165930,VL PLASMA,1,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,26/11/2024 10:11
L2403165923,VL PLASMA,1,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Tito Lutwa,Gulu R R Hospital,UNHLS,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:06,\N,24/11/2024 22:11
L2403165928,VL DBS,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 12:11
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165930,VL PLASMA,1,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,26/11/2024 10:11
L2403165923,VL PLASMA,1,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Tito Lutwa,Gulu R R Hospital,UNHLS,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:06,\N,24/11/2024 22:11
L2403165928,VL DBS,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 12:11
L2403165925,EID HIV,1,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 13:11
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403171223,VL PLASMA,1,Eseri Dom. Clinic,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Eseri Dom. Clinic,Mukono General Hospital,22/11/2024 15:07,GODFREY KASOMA,Picked,22/11/2024 15:07,22/11/2024 15:22,\N
L2403165930,VL PLASMA,1,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,26/11/2024 10:11
L2403165923,VL PLASMA,1,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Tito Lutwa,Gulu R R Hospital,UNHLS,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:06,\N,24/11/2024 22:11
L2403165928,VL DBS,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 12:11
L2403165925,EID HIV,1,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 13:11
L2403165924,VL DBS,2,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:07,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165930,VL PLASMA,1,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,26/11/2024 10:11
L2403165923,VL PLASMA,1,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Tito Lutwa,Gulu R R Hospital,UNHLS,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:06,\N,24/11/2024 22:11
L2403165928,VL DBS,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 12:11
L2403165925,EID HIV,1,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 13:11
L2403165924,VL DBS,2,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165929,EQA - Responses,2,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu Prison H/C III,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165930,VL PLASMA,1,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,26/11/2024 10:11
L2403165923,VL PLASMA,1,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Tito Lutwa,Gulu R R Hospital,UNHLS,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:06,\N,24/11/2024 22:11
L2403165928,VL DBS,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 12:11
L2403165925,EID HIV,1,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 13:11
L2403165924,VL DBS,2,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165929,EQA - Responses,2,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu Prison H/C III,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165922,Sickle Cell (SCD),48,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165916,Recency,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165930,VL PLASMA,1,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,26/11/2024 10:11
L2403165923,VL PLASMA,1,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Tito Lutwa,Gulu R R Hospital,UNHLS,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:06,\N,24/11/2024 22:11
L2403165928,VL DBS,1,Layibi Techo H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 12:11
L2403165925,EID HIV,1,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,25/11/2024 13:11
L2403165924,VL DBS,2,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165929,EQA - Responses,2,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu Prison H/C III,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:03,\N,\N
L2403165922,Sickle Cell (SCD),48,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:08,Tito Lutwa,Received,22/11/2024 15:04,\N,\N
L2403165929,EQA - Responses,2,Gulu Prison H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu Prison H/C III,22/11/2024 15:09,Olanya Sunday,Delivered,22/11/2024 15:03,\N,\N
L2403165924,VL DBS,2,St Philips H/C III,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:09,Olanya Sunday,Delivered,22/11/2024 15:03,\N,\N
L2403165922,Sickle Cell (SCD),48,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:09,Olanya Sunday,Delivered,22/11/2024 15:04,\N,\N
L2403165921,Hep B,14,Lacor Hospital,Gulu R R Hospital,UVRI,Ankole,Olanya Sunday,Gulu R R Hospital,Gulu R R Hospital,22/11/2024 15:09,Olanya Sunday,Delivered,22/11/2024 15:04,\N,\N
L2403176975,Genexpert,4,Ongino H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Ongino H/C III,UNHLS,22/11/2024 15:11,Malinga Charles,Picked,22/11/2024 15:11,\N,\N
L2403176972,Genexpert,3,Omatenga H/C II,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Omatenga H/C II,UNHLS,22/11/2024 15:11,Malinga Charles,Picked,22/11/2024 15:11,\N,\N
L2403176974,VL DBS,1,Ongino H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Ongino H/C III,UNHLS,22/11/2024 15:11,Malinga Charles,Picked,22/11/2024 15:11,27/11/2024 05:17,27/11/2024 14:11
L2403176973,EID HIV,1,Ongino H/C III,Atutur Hospital,UNHLS,Bunyoro,Malinga Charles,Ongino H/C III,UNHLS,22/11/2024 15:11,Malinga Charles,Picked,22/11/2024 15:11,27/11/2024 05:17,\N
L2310057134,VL PLASMA,4,Madi Opei H/C IV ,Madi Opei H/C IV ,UNHLS,Ankole,Onek Gevidence,Madi Opei H/C IV ,UNHLS,22/11/2024 15:12,Onek Gevidence,Picked,22/11/2024 15:12,\N,\N
L2403157633,VL PLASMA,1,St Ambrose Charity H/C III,Kagadi  Hospital,Kagadi  Hospital,Busoga,BUBOSOBOZI DIDAS,St Ambrose Charity H/C III,Kagadi  Hospital,22/11/2024 15:12,BUBOSOBOZI DIDAS,Delivered,22/11/2024 15:07,\N,28/11/2024 12:11
L2403171239,EID HIV,2,Ttakajunge  H/C II,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Mukono General Hospital,Mukono General Hospital,22/11/2024 15:12,GODFREY KASOMA,Delivered,22/11/2024 14:58,22/11/2024 15:12,\N
L2403171240,VL PLASMA,3,Ttakajunge  H/C II,Mukono General Hospital,Mukono General Hospital,\N,GODFREY KASOMA,Mukono General Hospital,Mukono General Hospital,22/11/2024 15:12,GODFREY KASOMA,Delivered,22/11/2024 14:59,22/11/2024 15:12,\N
